item,date,category,qty,member_base_unit,actual_qty_in_base_unit
Hot Cup - 12 oz - Compass Coffee,2025-05-15,Hot Tea,51.0,Eaches,51.0
Hot Cup - 12 oz - Compass Coffee,2025-05-16,Other Beverages,39.0,Eaches,39.0
Hot Cup - 12 oz - Compass Coffee,2025-05-17,Espresso Drinks,86.0,Eaches,86.0
Hot Cup - 12 oz - Compass Coffee,2025-05-18,Espresso Drinks,73.0,Eaches,73.0
Hot Cup - 12 oz - Compass Coffee,2025-05-19,Espresso Drinks,76.0,Eaches,76.0
Hot Cup - 12 oz - Compass Coffee,2025-05-20,Hot Tea,85.0,Eaches,85.0
Hot Cup - 12 oz - Compass Coffee,2025-05-21,Espresso Drinks,76.0,Eaches,76.0
Hot Cup - 12 oz - Compass Coffee,2025-05-22,Espresso Drinks,75.0,Eaches,75.0
Hot Cup - 12 oz - Compass Coffee,2025-05-23,Espresso Drinks,70.0,Eaches,70.0
Hot Cup - 12 oz - Compass Coffee,2025-05-24,Hot Coffee,96.0,Eaches,96.0
Hot Cup - 12 oz - Compass Coffee,2025-05-25,Espresso Drinks,115.0,Eaches,115.0
Hot Cup - 12 oz - Compass Coffee,2025-05-26,Hot Coffee,60.0,Eaches,60.0
Hot Cup - 12 oz - Compass Coffee,2025-05-27,Espresso Drinks,66.0,Eaches,66.0
Hot Cup - 12 oz - Compass Coffee,2025-05-28,Espresso Drinks,70.0,Eaches,70.0
Hot Cup - 12 oz - Compass Coffee,2025-05-29,Espresso Drinks,86.0,Eaches,86.0
Hot Cup - 12 oz - Compass Coffee,2025-05-30,Espresso Drinks,51.0,Eaches,51.0
Hot Cup - 12 oz - Compass Coffee,2025-05-31,Espresso Drinks,103.0,Eaches,103.0
Hot Cup - 12 oz - Compass Coffee,2025-06-01,Espresso Drinks,87.0,Eaches,87.0
Hot Cup - 12 oz - Compass Coffee,2025-06-02,Espresso Drinks,72.0,Eaches,72.0
Hot Cup - 12 oz - Compass Coffee,2025-06-03,Hot Tea,58.0,Eaches,58.0
Hot Cup - 12 oz - Compass Coffee,2025-06-04,Hot Coffee,64.0,Eaches,64.0
Hot Cup - 12 oz - Compass Coffee,2025-06-05,Espresso Drinks,60.0,Eaches,60.0
Hot Cup - 12 oz - Compass Coffee,2025-06-06,Hot Coffee,42.0,Eaches,42.0
Hot Cup - 12 oz - Compass Coffee,2025-06-07,Hot Coffee,59.0,Eaches,59.0
Hot Cup - 12 oz - Compass Coffee,2025-06-08,Hot Coffee,53.0,Eaches,53.0
Hot Cup - 12 oz - Compass Coffee,2025-06-09,Espresso Drinks,41.0,Eaches,41.0
Hot Cup - 12 oz - Compass Coffee,2025-06-10,Espresso Drinks,54.0,Eaches,54.0
Hot Cup - 12 oz - Compass Coffee,2025-06-11,Espresso Drinks,55.0,Eaches,55.0
Hot Cup - 12 oz - Compass Coffee,2025-06-12,Espresso Drinks,43.0,Eaches,43.0
Hot Cup - 12 oz - Compass Coffee,2025-06-13,Espresso Drinks,38.0,Eaches,38.0
Hot Cup - 12 oz - Compass Coffee,2025-06-14,Espresso Drinks,74.0,Eaches,74.0
Hot Cup - 12 oz - Compass Coffee,2025-06-15,Espresso Drinks,112.0,Eaches,112.0
Hot Cup - 12 oz - Compass Coffee,2025-06-16,Espresso Drinks,70.0,Eaches,70.0
Hot Cup - 12 oz - Compass Coffee,2025-06-17,Espresso Drinks,55.0,Eaches,55.0
Hot Cup - 12 oz - Compass Coffee,2025-06-18,Hot Coffee,49.0,Eaches,49.0
Hot Cup - 12 oz - Compass Coffee,2025-06-19,Hot Coffee,41.0,Eaches,41.0
Hot Cup - 12 oz - Compass Coffee,2025-06-20,Espresso Drinks,43.0,Eaches,43.0
Hot Cup - 12 oz - Compass Coffee,2025-06-21,Hot Tea,45.0,Eaches,45.0
Hot Cup - 12 oz - Compass Coffee,2025-06-22,Hot Coffee,41.0,Eaches,41.0
Hot Cup - 12 oz - Compass Coffee,2025-06-23,Espresso Drinks,36.0,Eaches,36.0
Hot Cup - 12 oz - Compass Coffee,2025-06-24,Other Beverages,35.0,Eaches,35.0
Hot Cup - 12 oz - Compass Coffee,2025-06-25,Hot Coffee,29.0,Eaches,29.0
Hot Cup - 12 oz - Compass Coffee,2025-06-26,Hot Coffee,44.0,Eaches,44.0
Hot Cup - 12 oz - Compass Coffee,2025-06-27,Espresso Drinks,86.0,Eaches,86.0
Hot Cup - 12 oz - Compass Coffee,2025-06-28,Espresso Drinks,57.0,Eaches,57.0
Hot Cup - 12 oz - Compass Coffee,2025-06-29,Espresso Drinks,33.0,Eaches,33.0
Hot Cup - 12 oz - Compass Coffee,2025-06-30,Espresso Drinks,27.0,Eaches,27.0
Hot Cup - 12 oz - Compass Coffee,2025-07-01,Espresso Drinks,33.0,Eaches,33.0
Hot Cup - 12 oz - Compass Coffee,2025-07-02,Espresso Drinks,42.0,Eaches,42.0
Hot Cup - 12 oz - Compass Coffee,2025-07-03,Espresso Drinks,41.0,Eaches,41.0
Hot Cup - 12 oz - Compass Coffee,2025-07-04,Hot Coffee,62.0,Eaches,62.0
Hot Cup - 12 oz - Compass Coffee,2025-07-05,Espresso Drinks,53.0,Eaches,53.0
Hot Cup - 12 oz - Compass Coffee,2025-07-06,Espresso Drinks,50.0,Eaches,50.0
Hot Cup - 12 oz - Compass Coffee,2025-07-07,Espresso Drinks,42.0,Eaches,42.0
Hot Cup - 12 oz - Compass Coffee,2025-07-08,Hot Coffee,47.0,Eaches,47.0
Hot Cup - 12 oz - Compass Coffee,2025-07-09,Espresso Drinks,41.0,Eaches,41.0
Hot Cup - 12 oz - Compass Coffee,2025-07-10,Hot Coffee,45.0,Eaches,45.0
Hot Cup - 12 oz - Compass Coffee,2025-07-11,Hot Coffee,46.0,Eaches,46.0
Hot Cup - 12 oz - Compass Coffee,2025-07-12,Espresso Drinks,43.0,Eaches,43.0
Hot Cup - 12 oz - Compass Coffee,2025-07-13,Hot Coffee,44.0,Eaches,44.0
Hot Cup - 12 oz - Compass Coffee,2025-07-14,Espresso Drinks,36.0,Eaches,36.0
Hot Cup - 12 oz - Compass Coffee,2025-07-15,Espresso Drinks,58.0,Eaches,58.0
Hot Cup - 12 oz - Compass Coffee,2025-07-16,Hot Coffee,39.0,Eaches,39.0
Hot Cup - 12 oz - Compass Coffee,2025-07-17,Hot Coffee,45.0,Eaches,45.0
Hot Cup - 12 oz - Compass Coffee,2025-07-18,Espresso Drinks,43.0,Eaches,43.0
Hot Cup - 12 oz - Compass Coffee,2025-07-19,Espresso Drinks,64.0,Eaches,64.0
Hot Cup - 12 oz - Compass Coffee,2025-07-20,Espresso Drinks,50.0,Eaches,50.0
Hot Cup - 12 oz - Compass Coffee,2025-07-21,Espresso Drinks,44.0,Eaches,44.0
Hot Cup - 12 oz - Compass Coffee,2025-07-22,Espresso Drinks,43.0,Eaches,43.0
Hot Cup - 12 oz - Compass Coffee,2025-07-23,Espresso Drinks,54.0,Eaches,54.0
Hot Cup - 12 oz - Compass Coffee,2025-07-24,Hot Coffee,32.0,Eaches,32.0
Hot Cup - 12 oz - Compass Coffee,2025-07-25,Espresso Drinks,35.0,Eaches,35.0
Hot Cup - 12 oz - Compass Coffee,2025-07-26,Espresso Drinks,41.0,Eaches,41.0
Hot Cup - 12 oz - Compass Coffee,2025-07-27,Hot Tea,32.0,Eaches,32.0
Hot Cup - 12 oz - Compass Coffee,2025-07-28,Espresso Drinks,33.0,Eaches,33.0
Hot Cup - 12 oz - Compass Coffee,2025-07-29,Hot Coffee,28.0,Eaches,28.0
Hot Cup - 12 oz - Compass Coffee,2025-07-30,Hot Coffee,35.0,Eaches,35.0
Hot Cup - 12 oz - Compass Coffee,2025-07-31,Hot Coffee,37.0,Eaches,37.0
Hot Cup - 12 oz - Compass Coffee,2025-08-01,Hot Coffee,71.0,Eaches,71.0
Hot Cup - 12 oz - Compass Coffee,2025-08-02,Hot Coffee,66.0,Eaches,66.0
Hot Cup - 12 oz - Compass Coffee,2025-08-03,Espresso Drinks,47.0,Eaches,47.0
Hot Cup - 12 oz - Compass Coffee,2025-08-04,Espresso Drinks,40.0,Eaches,40.0
Hot Cup - 12 oz - Compass Coffee,2025-08-05,Espresso Drinks,45.0,Eaches,45.0
Hot Cup - 12 oz - Compass Coffee,2025-08-06,Espresso Drinks,59.0,Eaches,59.0
Hot Cup - 12 oz - Compass Coffee,2025-08-07,Espresso Drinks,54.0,Eaches,54.0
Hot Cup - 12 oz - Compass Coffee,2025-08-08,Hot Coffee,55.0,Eaches,55.0
Hot Cup - 12 oz - Compass Coffee,2025-08-09,Espresso Drinks,55.0,Eaches,55.0
Hot Cup - 12 oz - Compass Coffee,2025-08-10,Hot Coffee,36.0,Eaches,36.0
Hot Cup - 12 oz - Compass Coffee,2025-08-11,Hot Coffee,30.0,Eaches,30.0
Hot Cup - 12 oz - Compass Coffee,2025-08-12,Espresso Drinks,48.0,Eaches,48.0
Hot Cup - 12 oz - Compass Coffee,2025-08-13,Espresso Drinks,42.0,Eaches,42.0
Hot Cup - 12 oz - Compass Coffee,2025-08-14,Hot Coffee,31.0,Eaches,31.0
Hot Cup - 12 oz - Compass Coffee,2025-08-15,Espresso Drinks,41.0,Eaches,41.0
Hot Cup - 12 oz - Compass Coffee,2025-08-16,Hot Coffee,60.0,Eaches,60.0
Hot Cup - 12 oz - Compass Coffee,2025-08-17,Hot Coffee,70.0,Eaches,70.0
Hot Cup - 12 oz - Compass Coffee,2025-08-18,Espresso Drinks,66.0,Eaches,66.0
Hot Cup - 12 oz - Compass Coffee,2025-08-19,Hot Coffee,62.0,Eaches,62.0
Hot Cup - 12 oz - Compass Coffee,2025-08-20,Hot Coffee,53.0,Eaches,53.0
Hot Cup - 12 oz - Compass Coffee,2025-08-21,Espresso Drinks,55.0,Eaches,55.0
Hot Cup - 12 oz - Compass Coffee,2025-08-22,Espresso Drinks,35.0,Eaches,35.0
Hot Cup - 12 oz - Compass Coffee,2025-08-23,Espresso Drinks,55.0,Eaches,55.0
Hot Cup - 12 oz - Compass Coffee,2025-08-24,Espresso Drinks,37.0,Eaches,37.0
Hot Cup - 12 oz - Compass Coffee,2025-08-25,Espresso Drinks,38.0,Eaches,38.0
Hot Cup - 12 oz - Compass Coffee,2025-08-26,Espresso Drinks,44.0,Eaches,44.0
Hot Cup - 12 oz - Compass Coffee,2025-08-27,Espresso Drinks,57.0,Eaches,57.0
Hot Cup - 12 oz - Compass Coffee,2025-08-28,Espresso Drinks,57.0,Eaches,57.0
Hot Cup - 12 oz - Compass Coffee,2025-08-29,Espresso Drinks,48.0,Eaches,48.0
Hot Cup - 12 oz - Compass Coffee,2025-08-30,Hot Coffee,72.0,Eaches,72.0
Hot Cup - 12 oz - Compass Coffee,2025-08-31,Other Beverages,68.0,Eaches,68.0
Hot Cup - 12 oz - Compass Coffee,2025-09-01,Espresso Drinks,61.0,Eaches,61.0
Hot Cup - 12 oz - Compass Coffee,2025-09-02,Espresso Drinks,45.0,Eaches,45.0
Hot Cup - 12 oz - Compass Coffee,2025-09-03,Hot Coffee,39.0,Eaches,39.0
Hot Cup - 12 oz - Compass Coffee,2025-09-04,Espresso Drinks,40.0,Eaches,40.0
Hot Cup - 12 oz - Compass Coffee,2025-09-05,Espresso Drinks,52.0,Eaches,52.0
Hot Cup - 12 oz - Compass Coffee,2025-09-06,Espresso Drinks,83.0,Eaches,83.0
Hot Cup - 12 oz - Compass Coffee,2025-09-07,Espresso Drinks,84.0,Eaches,84.0
Hot Cup - 12 oz - Compass Coffee,2025-09-08,Espresso Drinks,43.0,Eaches,43.0
Hot Cup - 12 oz - Compass Coffee,2025-09-09,Espresso Drinks,63.0,Eaches,63.0
Hot Cup - 12 oz - Compass Coffee,2025-09-10,Hot Coffee,72.0,Eaches,72.0
Hot Cup - 12 oz - Compass Coffee,2025-09-11,Espresso Drinks,67.0,Eaches,67.0
Hot Cup - 12 oz - Compass Coffee,2025-09-12,Espresso Drinks,54.0,Eaches,54.0
Hot Cup - 12 oz - Compass Coffee,2025-09-13,Hot Coffee,78.0,Eaches,78.0
Hot Cup - 12 oz - Compass Coffee,2025-09-14,Espresso Drinks,87.0,Eaches,87.0
Hot Cup - 12 oz - Compass Coffee,2025-09-15,Espresso Drinks,50.0,Eaches,50.0
Hot Cup - 12 oz - Compass Coffee,2025-09-16,Espresso Drinks,109.0,Eaches,109.0
Hot Cup - 12 oz - Compass Coffee,2025-09-17,Espresso Drinks,78.0,Eaches,78.0
Hot Cup - 12 oz - Compass Coffee,2025-09-18,Hot Coffee,53.0,Eaches,53.0
Hot Cup - 12 oz - Compass Coffee,2025-09-19,Espresso Drinks,49.0,Eaches,49.0
Hot Cup - 12 oz - Compass Coffee,2025-09-20,Espresso Drinks,73.0,Eaches,73.0
Hot Cup - 12 oz - Compass Coffee,2025-09-21,Other Beverages,85.0,Eaches,85.0
Hot Cup - 12 oz - Compass Coffee,2025-09-22,Hot Coffee,48.0,Eaches,48.0
Hot Cup - 12 oz - Compass Coffee,2025-09-23,Hot Coffee,47.0,Eaches,47.0
Hot Cup - 12 oz - Compass Coffee,2025-09-24,Hot Coffee,49.0,Eaches,49.0
Hot Cup - 12 oz - Compass Coffee,2025-09-25,Espresso Drinks,45.0,Eaches,45.0
Hot Cup - 12 oz - Compass Coffee,2025-09-26,Hot Coffee,57.0,Eaches,57.0
Hot Cup - 12 oz - Compass Coffee,2025-09-27,Espresso Drinks,97.0,Eaches,97.0
Hot Cup - 12 oz - Compass Coffee,2025-09-28,Espresso Drinks,52.0,Eaches,52.0
Hot Cup - 12 oz - Compass Coffee,2025-09-29,Espresso Drinks,63.0,Eaches,63.0
Hot Cup - 12 oz - Compass Coffee,2025-09-30,Espresso Drinks,61.0,Eaches,61.0
Hot Cup - 12 oz - Compass Coffee,2025-10-01,Espresso Drinks,75.0,Eaches,75.0
Hot Cup - 12 oz - Compass Coffee,2025-10-02,Espresso Drinks,87.0,Eaches,87.0
Hot Cup - 12 oz - Compass Coffee,2025-10-03,Espresso Drinks,76.0,Eaches,76.0
Hot Cup - 12 oz - Compass Coffee,2025-10-04,Hot Coffee,92.0,Eaches,92.0
Hot Cup - 12 oz - Compass Coffee,2025-10-05,Espresso Drinks,72.0,Eaches,72.0
Hot Cup - 12 oz - Compass Coffee,2025-10-06,Espresso Drinks,50.0,Eaches,50.0
Hot Cup - 12 oz - Compass Coffee,2025-10-07,Espresso Drinks,57.0,Eaches,57.0
Hot Cup - 12 oz - Compass Coffee,2025-10-08,Espresso Drinks,64.0,Eaches,64.0
Hot Cup - 12 oz - Compass Coffee,2025-10-09,Espresso Drinks,84.0,Eaches,84.0
Hot Cup - 12 oz - Compass Coffee,2025-10-10,Espresso Drinks,85.0,Eaches,85.0
Hot Cup - 12 oz - Compass Coffee,2025-10-11,Espresso Drinks,95.0,Eaches,95.0
Hot Cup - 12 oz - Compass Coffee,2025-10-12,Espresso Drinks,79.0,Eaches,79.0
Hot Cup - 12 oz - Compass Coffee,2025-10-13,Espresso Drinks,58.0,Eaches,58.0
Hot Cup - 12 oz - Compass Coffee,2025-10-14,Espresso Drinks,69.0,Eaches,69.0
Hot Cup - 12 oz - Compass Coffee,2025-10-15,Espresso Drinks,81.0,Eaches,81.0
Hot Cup - 12 oz - Compass Coffee,2025-10-16,Hot Tea,92.0,Eaches,92.0
Hot Cup - 12 oz - Compass Coffee,2025-10-17,Espresso Drinks,74.0,Eaches,74.0
Hot Cup - 12 oz - Compass Coffee,2025-10-18,Other Beverages,120.0,Eaches,120.0
Hot Cup - 12 oz - Compass Coffee,2025-10-19,Espresso Drinks,54.0,Eaches,54.0
Hot Cup - 12 oz - Compass Coffee,2025-10-20,Hot Coffee,64.0,Eaches,64.0
Hot Cup - 12 oz - Compass Coffee,2025-10-21,Other Beverages,87.0,Eaches,87.0
Hot Cup - 12 oz - Compass Coffee,2025-10-22,Hot Tea,76.0,Eaches,76.0
Hot Cup - 12 oz - Compass Coffee,2025-10-23,Espresso Drinks,86.0,Eaches,86.0
Hot Cup - 12 oz - Compass Coffee,2025-10-24,Hot Tea,104.0,Eaches,104.0
Hot Cup - 12 oz - Compass Coffee,2025-10-25,Espresso Drinks,151.0,Eaches,151.0
Hot Cup - 12 oz - Compass Coffee,2025-10-26,Espresso Drinks,101.0,Eaches,101.0
Hot Cup - 12 oz - Compass Coffee,2025-10-27,Espresso Drinks,75.0,Eaches,75.0
Hot Cup - 12 oz - Compass Coffee,2025-10-28,Hot Coffee,92.0,Eaches,92.0
Hot Cup - 12 oz - Compass Coffee,2025-10-29,Other Beverages,88.0,Eaches,88.0
Hot Cup - 12 oz - Compass Coffee,2025-10-30,Espresso Drinks,86.0,Eaches,86.0
Hot Cup - 12 oz - Compass Coffee,2025-10-31,Espresso Drinks,78.0,Eaches,78.0
Hot Cup - 12 oz - Compass Coffee,2025-11-01,Espresso Drinks,150.0,Eaches,150.0
Hot Cup - 12 oz - Compass Coffee,2025-11-02,Espresso Drinks,92.0,Eaches,92.0
Hot Cup - 12 oz - Compass Coffee,2025-11-03,Espresso Drinks,51.0,Eaches,51.0
Hot Cup - 12 oz - Compass Coffee,2025-11-04,Hot Coffee,87.0,Eaches,87.0
Hot Cup - 12 oz - Compass Coffee,2025-11-05,Espresso Drinks,84.0,Eaches,84.0
Hot Cup - 12 oz - Compass Coffee,2025-11-06,Espresso Drinks,112.0,Eaches,112.0
Hot Cup - 12 oz - Compass Coffee,2025-11-07,Espresso Drinks,97.0,Eaches,97.0
Hot Cup - 12 oz - Compass Coffee,2025-11-08,Hot Coffee,148.0,Eaches,148.0
Hot Cup - 12 oz - Compass Coffee,2025-11-09,Hot Tea,79.0,Eaches,79.0
Hot Cup - 12 oz - Compass Coffee,2025-11-10,Other Beverages,86.0,Eaches,86.0
Hot Cup - 12 oz - Compass Coffee,2025-11-11,Hot Coffee,120.0,Eaches,120.0
Hot Cup - 12 oz - Compass Coffee,2025-11-12,Espresso Drinks,90.0,Eaches,90.0
Hot Cup - 12 oz - Compass Coffee,2025-11-13,Espresso Drinks,82.0,Eaches,82.0
Hot Cup - 12 oz - Compass Coffee,2025-11-14,Espresso Drinks,75.0,Eaches,75.0
Hot Cup - 12 oz - Compass Coffee,2025-11-15,Espresso Drinks,177.0,Eaches,177.0
Hot Cup - 12 oz - Compass Coffee,2025-11-16,Espresso Drinks,79.0,Eaches,79.0
Hot Cup - 12 oz - Compass Coffee,2025-11-17,Espresso Drinks,79.0,Eaches,79.0
Hot Cup - 12 oz - Compass Coffee,2025-11-18,Espresso Drinks,95.0,Eaches,95.0
Hot Cup - 12 oz - Compass Coffee,2025-11-19,Espresso Drinks,72.0,Eaches,72.0
Hot Cup - 12 oz - Compass Coffee,2025-11-20,Espresso Drinks,24.0,Eaches,24.0
Hot Cup - 12 oz - Compass Coffee,2025-11-21,Espresso Drinks,72.0,Eaches,72.0
Hot Cup - 12 oz - Compass Coffee,2025-11-22,Espresso Drinks,116.0,Eaches,116.0
Hot Cup - 12 oz - Compass Coffee,2025-11-23,Espresso Drinks,62.0,Eaches,62.0
Hot Cup - 12 oz - Compass Coffee,2025-11-24,Espresso Drinks,64.0,Eaches,64.0
Hot Cup - 12 oz - Compass Coffee,2025-11-25,Espresso Drinks,74.0,Eaches,74.0
Hot Cup - 12 oz - Compass Coffee,2025-11-26,Hot Coffee,63.0,Eaches,63.0
Hot Cup - 12 oz - Compass Coffee,2025-11-27,Hot Coffee,49.0,Eaches,49.0
Hot Cup - 12 oz - Compass Coffee,2025-11-28,Espresso Drinks,32.0,Eaches,32.0
Hot Cup - 12 oz - Compass Coffee,2025-11-29,Espresso Drinks,74.0,Eaches,74.0
Hot Cup - 12 oz - Compass Coffee,2025-11-30,Espresso Drinks,70.0,Eaches,70.0
Hot Cup - 12 oz - Compass Coffee,2025-12-01,Hot Coffee,58.0,Eaches,58.0
Hot Cup - 12 oz - Compass Coffee,2025-12-02,Hot Coffee,56.0,Eaches,56.0
Hot Cup - 12 oz - Compass Coffee,2025-12-03,Espresso Drinks,74.0,Eaches,74.0
Hot Cup - 12 oz - Compass Coffee,2025-12-04,Espresso Drinks,62.0,Eaches,62.0
Hot Cup - 12 oz - Compass Coffee,2025-12-05,Espresso Drinks,75.0,Eaches,75.0
Hot Cup - 12 oz - Compass Coffee,2025-12-06,Espresso Drinks,122.0,Eaches,122.0
Hot Cup - 12 oz - Compass Coffee,2025-12-07,Espresso Drinks,107.0,Eaches,107.0
Hot Cup - 12 oz - Compass Coffee,2025-12-08,Hot Tea,75.0,Eaches,75.0
Hot Cup - 12 oz - Compass Coffee,2025-12-09,Espresso Drinks,96.0,Eaches,96.0
Hot Cup - 12 oz - Compass Coffee,2025-12-10,Espresso Drinks,90.0,Eaches,90.0
Hot Cup - 12 oz - Compass Coffee,2025-12-11,Espresso Drinks,98.0,Eaches,98.0
Hot Cup - 12 oz - Compass Coffee,2025-12-12,Espresso Drinks,118.0,Eaches,118.0
Hot Cup - 12 oz - Compass Coffee,2025-12-13,Espresso Drinks,130.0,Eaches,130.0
Hot Cup - 12 oz - Compass Coffee,2025-12-14,Other Beverages,80.0,Eaches,80.0
Hot Cup - 12 oz - Compass Coffee,2025-12-15,Espresso Drinks,58.0,Eaches,58.0
Hot Cup - 12 oz - Compass Coffee,2025-12-16,Espresso Drinks,65.0,Eaches,65.0
Hot Cup - 12 oz - Compass Coffee,2025-12-17,Hot Tea,64.0,Eaches,64.0
Hot Cup - 12 oz - Compass Coffee,2025-12-18,Espresso Drinks,54.0,Eaches,54.0
Hot Cup - 12 oz - Compass Coffee,2025-12-19,Espresso Drinks,61.0,Eaches,61.0
Hot Cup - 12 oz - Compass Coffee,2025-12-20,Hot Coffee,81.0,Eaches,81.0
Hot Cup - 12 oz - Compass Coffee,2025-12-21,Espresso Drinks,51.0,Eaches,51.0
Hot Cup - 12 oz - Compass Coffee,2025-12-22,Espresso Drinks,65.0,Eaches,65.0
Hot Cup - 12 oz - Compass Coffee,2025-12-23,Espresso Drinks,31.0,Eaches,31.0
Hot Cup - 12 oz - Compass Coffee,2025-12-24,,0.0,,0.0
Hot Cup - 12 oz - Compass Coffee,2025-12-25,,0.0,,0.0
Hot Cup - 12 oz - Compass Coffee,2025-12-26,Espresso Drinks,1.0,Eaches,1.0
Hot Cup - 12 oz - Compass Coffee,2025-12-27,Espresso Drinks,40.0,Eaches,40.0
Hot Cup - 12 oz - Compass Coffee,2025-12-28,Espresso Drinks,43.0,Eaches,43.0
Hot Cup - 12 oz - Compass Coffee,2025-12-29,Other Beverages,55.0,Eaches,55.0
Hot Cup - 12 oz - Compass Coffee,2025-12-30,Espresso Drinks,34.0,Eaches,34.0
Hot Cup - 12 oz - Compass Coffee,2025-12-31,Other Beverages,44.0,Eaches,44.0
Hot Cup - 12 oz - Compass Coffee,2026-01-01,Espresso Drinks,59.0,Eaches,59.0
Hot Cup - 12 oz - Compass Coffee,2026-01-02,Other Beverages,50.0,Eaches,50.0
Hot Cup - 12 oz - Compass Coffee,2026-01-03,Hot Coffee,69.0,Eaches,69.0
Hot Cup - 12 oz - Compass Coffee,2026-01-04,Other Beverages,52.0,Eaches,52.0
Hot Cup - 12 oz - Compass Coffee,2026-01-05,Espresso Drinks,54.0,Eaches,54.0
Hot Cup - 12 oz - Compass Coffee,2026-01-06,Espresso Drinks,46.0,Eaches,46.0
Hot Cup - 12 oz - Compass Coffee,2026-01-07,Hot Tea,47.0,Eaches,47.0
Hot Cup - 12 oz - Compass Coffee,2026-01-08,Hot Coffee,55.0,Eaches,55.0
Hot Cup - 12 oz - Compass Coffee,2026-01-09,Espresso Drinks,42.0,Eaches,42.0
Hot Cup - 12 oz - Compass Coffee,2026-01-10,Espresso Drinks,56.0,Eaches,56.0
Hot Cup - 12 oz - Compass Coffee,2026-01-11,Espresso Drinks,79.0,Eaches,79.0
Hot Cup - 12 oz - Compass Coffee,2026-01-12,Espresso Drinks,57.0,Eaches,57.0
Hot Cup - 12 oz - Compass Coffee,2026-01-13,Espresso Drinks,45.0,Eaches,45.0
Hot Cup - 12 oz - Compass Coffee,2026-01-14,Espresso Drinks,72.0,Eaches,72.0
Hot Cup - 12 oz - Compass Coffee,2026-01-15,Espresso Drinks,51.0,Eaches,51.0
Hot Cup - 12 oz - Compass Coffee,2026-01-16,Other Beverages,64.0,Eaches,64.0
Hot Cup - 12 oz - Compass Coffee,2026-01-17,Espresso Drinks,62.0,Eaches,62.0
Hot Cup - 12 oz - Compass Coffee,2026-01-18,Espresso Drinks,55.0,Eaches,55.0
Hot Cup - 12 oz - Compass Coffee,2026-01-19,Other Beverages,56.0,Eaches,56.0
Hot Cup - 12 oz - Compass Coffee,2026-01-20,Espresso Drinks,66.0,Eaches,66.0
Hot Cup - 12 oz - Compass Coffee,2026-01-21,Other Beverages,56.0,Eaches,56.0
Hot Cup - 12 oz - Compass Coffee,2026-01-22,Espresso Drinks,45.0,Eaches,45.0
Hot Cup - 12 oz - Compass Coffee,2026-01-23,Espresso Drinks,46.0,Eaches,46.0
Hot Cup - 12 oz - Compass Coffee,2026-01-24,Espresso Drinks,68.0,Eaches,68.0
Hot Cup - 16 oz - Compass Coffee,2025-01-01,Espresso Drinks,14.0,Eaches,14.0
Hot Cup - 16 oz - Compass Coffee,2025-01-02,Espresso Drinks,25.0,Eaches,25.0
Hot Cup - 16 oz - Compass Coffee,2025-01-03,Hot Tea,31.0,Eaches,31.0
Hot Cup - 16 oz - Compass Coffee,2025-01-04,Espresso Drinks,40.0,Eaches,40.0
Hot Cup - 16 oz - Compass Coffee,2025-01-05,Hot Tea,40.0,Eaches,40.0
Hot Cup - 16 oz - Compass Coffee,2025-01-06,Espresso Drinks,24.0,Eaches,24.0
Hot Cup - 16 oz - Compass Coffee,2025-01-07,Espresso Drinks,47.0,Eaches,47.0
Hot Cup - 16 oz - Compass Coffee,2025-01-08,Espresso Drinks,46.0,Eaches,46.0
Hot Cup - 16 oz - Compass Coffee,2025-01-09,Espresso Drinks,42.0,Eaches,42.0
Hot Cup - 16 oz - Compass Coffee,2025-01-10,Espresso Drinks,29.0,Eaches,29.0
Hot Cup - 16 oz - Compass Coffee,2025-01-11,Espresso Drinks,30.0,Eaches,30.0
Hot Cup - 16 oz - Compass Coffee,2025-01-12,Espresso Drinks,42.0,Eaches,42.0
Hot Cup - 16 oz - Compass Coffee,2025-01-13,Espresso Drinks,58.0,Eaches,58.0
Hot Cup - 16 oz - Compass Coffee,2025-01-14,Espresso Drinks,81.0,Eaches,81.0
Hot Cup - 16 oz - Compass Coffee,2025-01-15,Espresso Drinks,74.0,Eaches,74.0
Hot Cup - 16 oz - Compass Coffee,2025-01-16,Espresso Drinks,78.0,Eaches,78.0
Hot Cup - 16 oz - Compass Coffee,2025-01-17,Espresso Drinks,78.0,Eaches,78.0
Hot Cup - 16 oz - Compass Coffee,2025-01-18,Espresso Drinks,65.0,Eaches,65.0
Hot Cup - 16 oz - Compass Coffee,2025-01-19,Hot Coffee,95.0,Eaches,95.0
Hot Cup - 16 oz - Compass Coffee,2025-01-20,Espresso Drinks,96.0,Eaches,96.0
Hot Cup - 16 oz - Compass Coffee,2025-01-21,Espresso Drinks,69.0,Eaches,69.0
Hot Cup - 16 oz - Compass Coffee,2025-01-22,Hot Tea,71.0,Eaches,71.0
Hot Cup - 16 oz - Compass Coffee,2025-01-23,Espresso Drinks,76.0,Eaches,76.0
Hot Cup - 16 oz - Compass Coffee,2025-01-24,Hot Coffee,71.0,Eaches,71.0
Hot Cup - 16 oz - Compass Coffee,2025-01-25,Hot Coffee,86.0,Eaches,86.0
Hot Cup - 16 oz - Compass Coffee,2025-01-26,Espresso Drinks,64.0,Eaches,64.0
Hot Cup - 16 oz - Compass Coffee,2025-01-27,Espresso Drinks,50.0,Eaches,50.0
